Arabic,Urdu,English
اِنِّىۡۤ اِذًا لَّفِىۡ ضَلٰلٍ مُّبِيۡنٍ,اگر میں ایسا کروں تو میں صریح گمراہی میں مبتلا ہو جاؤں گا,In that case I should indeed be in manifest error.
اِنِّىۡۤ اٰمَنۡتُ بِرَبِّكُمۡ فَاسۡمَعُوۡنِؕ,"میں تو تمہارے رب پر ایمان لے آیا، تم بھی میری بات مان لو""","Indeed, I have believed in your Lord, so listen to me."""
قِيۡلَ ادۡخُلِ الۡجَـنَّةَ ؕ قَالَ يٰلَيۡتَ قَوۡمِىۡ يَعۡلَمُوۡنَۙ,"(آخرکار ان لوگوں نے اسے قتل کر دیا اور) اس شخص سے کہہ دیا گیا کہ ""داخل ہو جا جنت میں"" اُس نے کہا ""کاش میری قوم کو معلوم ہوتا","We said to him, ""Enter paradise,"" and he exclaimed: ""Would that my people knew"
بِمَا غَفَرَلِىۡ رَبِّىۡ وَجَعَلَنِىۡ مِنَ الۡمُكۡرَمِيۡنَ,"کہ میرے رب نے کس چیز کی بدولت میری مغفرت فرما دی اور مجھے با عزت لوگوں میں داخل فرمایا""","how my Lord has forgiven me and placed me among the honoured ones!"""
وَمَاۤ اَنۡزَلۡنَا عَلٰى قَوۡمِهٖ مِنۡۢ بَعۡدِهٖ مِنۡ جُنۡدٍ مِّنَ السَّمَآءِ وَمَا كُـنَّا مُنۡزِلِيۡنَ,اس کے بعد اُس کی قوم پر ہم نے آسمان سے کوئی لشکر نہیں اتارا ہمیں لشکر بھیجنے کی کوئی حاجت نہ تھی,"After him We did not send down against his people a host from heaven, nor do We send down such hosts:"
اِنۡ كَانَتۡ اِلَّا صَيۡحَةً وَّاحِدَةً فَاِذَا هُمۡ خٰمِدُوۡنَ,بس ایک دھماکہ ہوا اور یکایک وہ سب بجھ کر رہ گئے,it was but one great blast and they fell down lifeless.
يٰحَسۡرَةً عَلَى الۡعِبَادِ ؔ​ۚ مَا يَاۡتِيۡهِمۡ مِّنۡ رَّسُوۡلٍ اِلَّا كَانُوۡا بِهٖ يَسۡتَهۡزِءُوۡنَ,افسوس بندوں کے حال پر، جو رسول بھی ان کے پاس آیا اُس کا وہ مذاق ہی اڑاتے رہے,Alas for human beings! They ridicule every messenger that comes to them.
اَلَمۡ يَرَوۡا كَمۡ اَهۡلَـكۡنَا قَبۡلَهُمۡ مِّنَ الۡقُرُوۡنِ اَنَّهُمۡ اِلَيۡهِمۡ لَا يَرۡجِعُوۡنَؕ,کیا انہوں نے دیکھا نہیں کہ ان سے پہلے کتنی ہی قوموں کو ہم ہلاک کر چکے ہیں اور اس کے بعد وہ پھر کبھی ان کی طرف پلٹ کر نہ آئے؟,Do they not see how many generations We have destroyed before them? Never shall they return to them.
وَاِنۡ كُلٌّ لَّمَّا جَمِيۡعٌ لَّدَيۡنَا مُحۡضَرُوۡنَ,ان سب کو ایک روز ہمارے سامنے حاضر کیا جانا ہے,"All of them, gathered together, will certainly be brought before Us."
وَاٰيَةٌ لَّهُمُ الۡاَرۡضُ الۡمَيۡتَةُ ۖۚ اَحۡيَيۡنٰهَا وَاَخۡرَجۡنَا مِنۡهَا حَبًّا فَمِنۡهُ يَاۡكُلُوۡنَ,اِن لوگوں کے لئے بے جان زمین ایک نشانی ہے ہم نے اس کو زندگی بخشی اور اس سے غلہ نکالا جسے یہ کھاتے ہیں,There is a sign for them in the lifeless earth. We revive it and We produce grain from it of which they eat.
وَجَعَلۡنَا فِيۡهَا جَنّٰتٍ مِّنۡ نَّخِيۡلٍ وَّاَعۡنَابٍ وَّفَجَّرۡنَا فِيۡهَا مِنَ الۡعُيُوۡنِۙ,ہم نے اس میں کھجوروں اور انگوروں کے باغ پیدا کیے اور اس کے اندر چشمے پھوڑ نکالے,"We have placed in it gardens of date palms and vines, and caused springs to gush \[forth\] from it,"
لِيَاۡكُلُوۡا مِنۡ ثَمَرِهٖ ۙ وَمَا عَمِلَـتۡهُ اَيۡدِيۡهِمۡ​ ؕ اَفَلَا يَشۡكُرُوۡنَ ﻿﻿,تاکہ یہ اس کے پھل کھائیں یہ سب کچھ ان کے اپنے ہاتھوں کا پیدا کیا ہوا نہیں ہے پھر کیا یہ شکر ادا نہیں کرتے؟,"so that they may eat its fruit, though it was not their hands that made this. Will they not then be grateful?"
سُبۡحٰنَ الَّذِىۡ خَلَقَ الۡاَزۡوَاجَ كُلَّهَا مِمَّا تُنۡۢبِتُ الۡاَرۡضُ وَمِنۡ اَنۡفُسِهِمۡ وَمِمَّا لَا يَعۡلَمُوۡنَ,پاک ہے وہ ذات جس نے جملہ اقسام کے جوڑے پیدا کیے خواہ وہ زمین کی نباتات میں سے ہوں یا خود اِن کی اپنی جنس (یعنی نوع انسانی) میں سے یا اُن اشیاء میں سے جن کو یہ جانتے تک نہیں ہیں,"Holy is He who created all things in pairs; of what the earth grows, and of themselves, and other things which they do not know."
وَاٰيَةٌ لَّهُمُ الَّيۡلُ ۖۚ نَسۡلَخُ مِنۡهُ النَّهَارَ فَاِذَا هُمۡ مُّظۡلِمُوۡنَۙ ﻿﻿,اِن کے لیے ایک اور نشانی رات ہے، ہم اُس کے اوپر سے دن ہٹا دیتے ہیں تو اِن پر اندھیرا چھا جاتا ہے,They have a sign in the night: We withdraw from it the \[light of\] day -- and they are left in darkness.
وَالشَّمۡسُ تَجۡرِىۡ لِمُسۡتَقَرٍّ لَّهَا ​ؕ ذٰلِكَ تَقۡدِيۡرُ الۡعَزِيۡزِ الۡعَلِيۡمِؕ,اور سورج، وہ اپنے ٹھکانے کی طرف چلا جا رہا ہے یہ زبردست علیم ہستی کا باندھا ہوا حساب ہے,"The sun, too, follows its determined course laid down for it by the Almighty, the All Knowing."
وَالۡقَمَرَ قَدَّرۡنٰهُ مَنَازِلَ حَتّٰى عَادَ كَالۡعُرۡجُوۡنِ الۡقَدِيۡمِ ﻿﻿,اور چاند، اُس کے لیے ہم نے منزلیں مقرر کر دی ہیں یہاں تک کہ ان سے گزرتا ہوا وہ پھر کھجور کی سوکھی شاخ کے مانند رہ جاتا ہے,We have ordained phases for the moon until finally it becomes like an old date-stalk.
لَا الشَّمۡسُ يَنۡۢبَغِىۡ لَهَاۤ اَنۡ تُدۡرِكَ الۡقَمَرَ وَلَا الَّيۡلُ سَابِقُ النَّهَارِ​ؕ وَكُلٌّ فِىۡ فَلَكٍ يَّسۡبَحُوۡنَ,نہ سورج کے بس میں یہ ہے کہ وہ چاند کو جا پکڑے اور نہ رات دن پر سبقت لے جا سکتی ہے سب ایک ایک فلک میں تیر رہے ہیں,"The sun cannot overtake the moon, nor can the night outpace the day: each floats in \[its own\] orbit."
وَاٰيَةٌ لَّهُمۡ اَنَّا حَمَلۡنَا ذُرِّيَّتَهُمۡ فِى الۡفُلۡكِ الۡمَشۡحُوۡنِۙ ﻿﻿,اِن کے لیے یہ بھی ایک نشانی ہے کہ ہم نے اِن کی نسل کو بھری ہوئی کشتی میں سوار کر دیا,Another sign for them is that We carried their offspring in the laden Ark.
وَخَلَقۡنَا لَهُمۡ مِّنۡ مِّثۡلِهٖ مَا يَرۡكَبُوۡنَ,اور پھر اِن کے لیے ویسی ہی کشتیاں اور پیدا کیں جن پر یہ سوار ہوتے ہیں,We have created for them the like of it in which they ride.
وَاِنۡ نَّشَاۡ نُغۡرِقۡهُمۡ فَلَا صَرِيۡخَ لَهُمۡ وَلَا هُمۡ يُنۡقَذُوۡنَۙ ﻿﻿,ہم چاہیں تو اِن کو غرق کر دیں، کوئی اِن کی فریاد سننے والا نہ ہو اور کسی طرح یہ نہ بچائے جا سکیں,"If it were Our will, We could drown them: then there would be no helper \[to hear their cry\], nor could they be saved."
اِلَّا رَحۡمَةً مِّنَّا وَمَتَاعًا اِلٰى حِيۡنٍ,بس ہماری رحمت ہی ہے جو انہیں پار لگاتی اور ایک وقت خاص تک زندگی سے متمتع ہونے کا موقع دیتی ہے,It is only by Our mercy that they are granted provision for a time.
وَاِذَا قِيۡلَ لَهُمُ اتَّقُوۡا مَا بَيۡنَ اَيۡدِيۡكُمۡ وَمَا خَلۡفَكُمۡ لَعَلَّكُمۡ تُرۡحَمُوۡنَ,اِن لوگوں سے جب کہا جاتا ہے کہ بچو اُس انجام سے جو تمہارے آگے آ رہا ہے اور تمہارے پیچھے گزر چکا ہے، شاید کہ تم پر رحم کیا جائے (تو یہ سنی اَن سنی کر جاتے ہیں),"When they are told, ""guard yourselves against what is before you and what is behind you, in order that you may be shown mercy,"" \[they turn away\]."
وَمَا تَاۡتِيۡهِمۡ مِّنۡ اٰيَةٍ مِّنۡ اٰيٰتِ رَبِّهِمۡ اِلَّا كَانُوۡا عَنۡهَا مُعۡرِضِيۡنَ,اِن کے سامنے اِن کے رب کی آیات میں سے جو آیت بھی آتی ہے یہ اس کی طرف التفات نہیں کرتے,"Indeed, not one of your Lord's signs comes to them without their turning away from it,"
وَاِذَا قِيۡلَ لَهُمۡ اَنۡفِقُوۡا مِمَّا رَزَقَكُمُ اللّٰهُ ۙ قَالَ الَّذِيۡنَ كَفَرُوۡا لِلَّذِيۡنَ اٰمَنُوۡۤا اَنُطۡعِمُ مَنۡ لَّوۡ يَشَآءُ اللّٰهُ اَطۡعَمَهٗٓ ۖ  اِنۡ اَنۡـتُمۡ اِلَّا فِىۡ ضَلٰلٍ مُّبِيۡنٍ,"اور جب اِن سے کہا جاتا ہے کہ اللہ نے جو رزق تمہیں عطا کیا ہے اُس میں سے کچھ اللہ کی راہ میں بھی خرچ کرو تو یہ لوگ جنہوں نے کفر کیا ہے ایمان لانے والوں کو جواب دیتے ہیں ""کیا ہم اُن کو کھلائیں جنہیں اگر اللہ چاہتا تو خود کھلا دیتا؟ تم تو بالکل ہی بہک گئے ہو""","and when they are told, ""Give to others out of what God has provided for you,"" those who are bent on denying the truth say to the believers, ""Why should we feed those whom God could feed if He wanted? You are clearly in error!"""
وَيَقُوۡلُوۡنَ مَتٰى هٰذَا الۡوَعۡدُ اِنۡ كُنۡتُمۡ صٰدِقِيۡنَ,"یہ لوگ کہتے ہیں کہ ""یہ قیامت کی دھمکی آخر کب پوری ہو گی؟ بتاؤ اگر تم سچے ہو""","They say, ""When will this promise be fulfilled, if you are truthful?"""
مَا يَنۡظُرُوۡنَ اِلَّا صَيۡحَةً وَّاحِدَةً تَاۡخُذُهُمۡ وَهُمۡ يَخِصِّمُوۡنَ ﻿﻿,دراصل یہ جس چیز کی راہ تک رہے ہیں وہ بس ایک دھماکا ہے جو یکایک اِنہیں عین اُس حالت میں دھر لے گا جب یہ (اپنے دنیوی معاملات میں) جھگڑ رہے ہوں گے,"They must be waiting for but one single blast, which will overtake them while they are still disputing."
فَلَا يَسۡتَطِيۡعُوۡنَ تَوۡصِيَةً وَّلَاۤ اِلٰٓى اَهۡلِهِمۡ يَرۡجِعُوۡنَ ﻿﻿,اور اُس وقت یہ وصیت تک نہ کر سکیں گے، نہ اپنے گھروں کو پلٹ سکیں گے,"They will have no time to make a will, nor shall they return to their own people."
وَنُفِخَ فِى الصُّوۡرِ فَاِذَا هُمۡ مِّنَ الۡاَجۡدَاثِ اِلٰى رَبِّهِمۡ يَنۡسِلُوۡنَ ﻿﻿,پھر ایک صور پھونکا جائے گا اور یکایک یہ اپنے رب کے حضور پیش ہونے کے لیے اپنی قبروں سے نکل پڑیں گے,"The trumpet will be blown and, at once, they will rise up from their graves, and hasten to their Lord."
قَالُوۡا يٰوَيۡلَنَا مَنۡۢ بَعَثَنَا مِنۡ مَّرۡقَدِنَاۘهٰذَا مَا وَعَدَ الرَّحۡمٰنُ وَصَدَقَ الۡمُرۡسَلُوۡنَ,"گھبرا کر کہیں گے: ""ارے، یہ کس نے ہمیں ہماری خواب گاہ سے اُٹھا کھڑا کیا؟"" ""یہ وہی چیز ہے جس کا خدائے رحمان نے وعدہ کیا تھا اور رسولوں کی بات سچی تھی""","""Woe betide us!"" they will say, ""Who has roused us from our sleep?"" This is what the Lord of Mercy promised: the messengers spoke the truth!"
اِنۡ كَانَتۡ اِلَّا صَيۡحَةً وَّاحِدَةً فَاِذَا هُمۡ جَمِيۡعٌ لَّدَيۡنَا مُحۡضَرُوۡنَ ﻿﻿,ایک ہی زور کی آواز ہو گی اور سب کے سب ہمارے سامنے حاضر کر دیے جائیں گے,"It will be but one blast, and they will all be brought before Us together."
فَالۡيَوۡمَ لَا تُظۡلَمُ نَفۡسٌ شَيۡـــًٔا وَّلَا تُجۡزَوۡنَ اِلَّا مَا كُنۡتُمۡ تَعۡمَلُوۡنَ,آج کسی پر ذرہ برابر ظلم نہ کیا جائے گا اور تمہیں ویسا ہی بدلہ دیا جائے گا جیسے عمل تم کرتے رہے تھے,On that Day no soul shall suffer the least injustice. You shall be rewarded only according to your deeds.
اِنَّ اَصۡحٰبَ الۡجَـنَّةِ الۡيَوۡمَ فِىۡ شُغُلٍ فٰكِهُوۡنَ​ۚ,آج جنتی لوگ مزے کرنے میں مشغول ہیں,"The people of Paradise shall be happily occupied on that Day,"
هُمۡ وَاَزۡوَاجُهُمۡ فِىۡ ظِلٰلٍ عَلَى الۡاَرَآٮِٕكِ مُتَّكِـــُٔوۡنَ,وہ اور ان کی بیویاں گھنے سایوں میں ہیں مسندوں پر تکیے لگائے ہوئے,"they and their wives, shall recline on couches in the shade."
لَهُمۡ فِيۡهَا فَاكِهَةٌ وَّلَهُمۡ مَّا يَدَّعُوۡنَ​ ۖ​ۚ,ہر قسم کی لذیذ چیزیں کھانے پینے کو ان کے لیے وہاں موجود ہیں، جو کچھ وہ طلب کریں اُن کے لیے حاضر ہے,"They shall have fruits therein, and all that they ask for."
سَلٰمٌ قَوۡلًا مِّنۡ رَّبٍّ رَّحِيۡمٍ,رب رحیم کی طرف سے ان کو سلام کہا گیا ہے,"""Peace!"" shall be the greeting from the Merciful Lord."
وَامۡتَازُوا الۡيَوۡمَ اَيُّهَا الۡمُجۡرِمُوۡنَ,اور اے مجرمو، آج تم چھٹ کر الگ ہو جاؤ,"\[And God will say\], ""Separate yourselves from the righteous this Day, you criminals."
